"","test","model","robust","penalized","estimate","std_error","cilower","ciupper","pvalue","heter_Q","heter_pvalue","fstat"
"1","mr_ivw_randomeffects","random",FALSE,FALSE,-0.0551809074066882,0.0738975764665585,-0.200017495825938,0.0896556810125611,0.45523170314548,1741.57930769779,0,42.5201524998444
"2","mr_stg_ivw_randomeffects","random",FALSE,FALSE,-0.0406943103407445,0.0512736973062808,-0.141188910415263,0.0598002897337743,0.427388534777142,766.14354941269,2.38382359308379e-125,43.0906274284237
"3","mr_ttest_ivw_randomeffects","random",FALSE,FALSE,0.00924837929667577,0.053135271056684,-0.0948948382831984,0.11339159687655,0.861823425865163,572.704804397809,5.9044200067289e-91,40.5651162141856
"4","mr_ttest_sensitivity_ivw_randomeffects","random",FALSE,FALSE,0.00924837929667577,0.053135271056684,-0.0948948382831984,0.11339159687655,0.861823425865163,572.704804397809,5.9044200067289e-91,40.5651162141856
"5","mr_pve_ivw_randomeffects","random",FALSE,FALSE,-0.132545571270538,0.110015647787242,-0.348172278669377,0.0830811361283007,0.228285016783656,1620.2423810964,3.50082960254478e-315,40.7287150215998
"6","mr_pve_sensitivity_ivw_randomeffects","random",FALSE,FALSE,-0.129717170798116,0.112474805426629,-0.35016373860246,0.0907293970062275,0.248787351496455,1618.81963552648,1.06715753145323e-315,40.9618718937127
"7","mr_core_ivw_randomeffects","random",FALSE,FALSE,-0.00774075369376819,0.0774959465969475,-0.159630017971625,0.144148510584088,0.920434896994821,353.718796740956,1.21560510004187e-58,36.8461208807873
