"","exposure","outcome","Method","Estimate","Std Error","95% CI "," ","P-value","GI","N_snps"
"1","Alcohol","Height","Weighted median",0.0729678037951069,0.0346574782305923,0.00504039466816494,0.140895212922049,0.0352566314694084,"all",65
"2","Alcohol","Height","Weighted median",0.0729291517758611,0.0356461158698714,0.00306404848217157,0.142794255069551,0.0407641031381074,"Steiger Filtered",63
"3","Alcohol","Height","Weighted median",0.0778843851275895,0.0385134249193204,0.00239945936443409,0.153369310890745,0.0431488915398429,"PheWAS T-test Filtered",50
"4","Alcohol","Height","Weighted median",0.00106037452261583,0.0388889664686411,-0.0751605991519065,0.0772813481971382,0.978247001349059,"PheWAS T-test Filtered - Sensitivity",52
"5","Alcohol","Height","Weighted median",0.168717265704147,0.0394039801861107,0.09148688369184,0.245947647716454,1.85444608161165e-05,"PheWAS PVE Filtered",50
"6","Alcohol","Height","Weighted median",0.183826760983735,0.0398482182692942,0.105725688327827,0.261927833639642,3.96566214313793e-06,"PheWAS PVE Filtered - Sensitivity",49
"7","Alcohol","Height","Weighted median",0.107590186885768,0.049751522942934,0.0100789937415988,0.205101380029936,0.0305757595842833,"Core GI",36
