"","exposure","outcome","Method","Estimate","Std Error","95% CI "," ","P-value","GI","N_snps"
"1","Oily fish","Height","Weighted median",-0.0458944444212498,0.0326816601831005,-0.109949321335103,0.0181604324926038,0.160233277353999,"all",60
"2","Oily fish","Height","Weighted median",-0.0357446334861132,0.0328804942306665,-0.100189217972097,0.0286999509998701,0.276989282108083,"Steiger Filtered",57
"3","Oily fish","Height","Weighted median",0.0302665374884067,0.0331778215285461,-0.0347607977930413,0.0952938727698548,0.361636021330444,"PheWAS T-test Filtered",49
"4","Oily fish","Height","Weighted median",0.0302665374884067,0.0331778215285461,-0.0347607977930413,0.0952938727698548,0.361636021330444,"PheWAS T-test Filtered - Sensitivity",49
"5","Oily fish","Height","Weighted median",-0.250586574228161,0.039486180702772,-0.327978066292634,-0.173195082163687,2.20721009333299e-10,"PheWAS PVE Filtered",40
"6","Oily fish","Height","Weighted median",-0.248655974587685,0.0408344808186799,-0.328690086319689,-0.168621862855681,1.13360858763009e-09,"PheWAS PVE Filtered - Sensitivity",39
"7","Oily fish","Height","Weighted median",0.011247066574953,0.0491529698207104,-0.0850909840068235,0.10758511715673,0.819010655413374,"Core GI",28
