"","Method","Estimate","Std Error","95% CI "," ","P-value","GI","N_snps"
"132","(intercept)",-0.0069597278390169,0.0114921308673227,-0.0294838904445904,0.0155644347665566,0.544775004999123,"PheWAS T-test Filtered",62
"133","(intercept)",-0.00124861845781212,0.0122082738566682,-0.0251763955302837,0.0226791586146595,0.91853727689111,"PheWAS PVE Filtered",57
"134","(intercept)",-0.00972971455572978,0.0127687167037433,-0.0347559394238616,0.0152965103124021,0.446062227799548,"Core GI",46
"14","Penalized robust MR-Egger",1.31784845470033,1.11542640007532,-0.868347116852456,3.50404402625312,0.237414061828963,"all",74
"141","Penalized robust MR-Egger",1.31784845443564,1.11542639878741,-0.8683471145929,3.50404402346418,0.237414061381558,"Steiger Filtered",74
"142","Penalized robust MR-Egger",0.647481312682078,0.723446992709189,-0.770448737751743,2.0654113631159,0.370789855795979,"PheWAS T-test Filtered",62
"143","Penalized robust MR-Egger",0.253970510513326,0.736342240137771,-1.18923376045225,1.6971747814789,0.730163351164498,"PheWAS PVE Filtered",57
"144","Penalized robust MR-Egger",0.818129432364702,0.760510152249527,-0.672443075921443,2.30870194065085,0.28203282289625,"Core GI",46
"15","(intercept)",-0.0174530395802151,0.0158413516375168,-0.0485015182561827,0.0135954390957525,0.270575028476456,"all",74
"151","(intercept)",-0.0174530395769527,0.0158413516251643,-0.0485015182287099,0.0135954390748044,0.270575028192417,"Steiger Filtered",74
"152","(intercept)",-0.00802679699961137,0.0102952496486878,-0.028205115522888,0.0121515215236653,0.435590877091577,"PheWAS T-test Filtered",62
"153","(intercept)",-0.00237028826388339,0.0111190234684725,-0.0241631738053452,0.0194225972775784,0.8311911380864,"PheWAS PVE Filtered",57
"154","(intercept)",-0.0102166796985506,0.0108534265484184,-0.0314890048423014,0.0110556454452003,0.346534655501291,"Core GI",46
